"";"CD_PROGRAMA_IES";"NM_AREA_AVALIACAO";"SG_AREA_AVALIACAO";"CS_STATUS_JURIDICO";"DS_DEPENDENCIA_ADMINISTRATIVA";"ANO_INICIO_PROGRAMA";"NM_MODALIDADE_PROGRAMA";"CD_CONCEITO_PROGRAMA";"NM_REGIAO";"SG_UF_PROGRAMA";"SG_ENTIDADE_ENSINO";"NM_PROGRAMA_IES";"NM_GRAU_PROGRAMA";"QPPP";"SPPP";"SPPPr";"SAPP";"QPPa";"QPPr";"QPA";"IPT"
"1242";"31003010003P3";"MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA";"MAPE";"FEDERAL";"PÚBLICA";1969;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"MATEMÁTICA";"MESTRADO/DOUTORADO";37;0;0;0;0;0;0;0
"1243";"31003010004P0";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFF";"GEOCIÊNCIAS (GEOQUÍMICA)";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"1244";"31003010005P6";"HISTÓRIA";"HIST";"FEDERAL";"PÚBLICA";1971;"ACADÊMICO";"7";"SUDESTE";"RJ";"UFF";"HISTÓRIA";"MESTRADO/DOUTORADO";59;0;0;0;0;0;0;0
"1245";"31003010006P2";"ENGENHARIAS I";"ENGI";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"1246";"31003010015P1";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1974;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"MEDIC.VETERIN.(HIG.VETER.PROC.TECN.PROD.ORIG.ANIMAL)";"MESTRADO/DOUTORADO";16;2;0;0;2;0;0;0,125
"1247";"31003010017P4";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1980;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"PATOLOGIA";"MESTRADO/DOUTORADO";15;4;0;0;4;0;0;0,266666666666667
"1248";"31003010019P7";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1972;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ENGENHARIA DE PRODUÇÃO";"MESTRADO/DOUTORADO";21;1;0;4;1;0;4;0,238095238095238
"1249";"31003010021P1";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";1985;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIAS CARDIOVASCULARES";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"1250";"31003010022P8";"ECONOMIA";"ECON";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"ECONOMIA";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"1251";"31003010024P0";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";1987;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"MEDICINA VETERINÁRIA ( CLÍNICA E REPRODUÇÃO ANIMAL)";"MESTRADO/DOUTORADO";19;11;0;0;11;0;0;0,578947368421053
"1252";"31003010025P7";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";1989;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"MEDICINA (NEUROLOGIA)";"MESTRADO/DOUTORADO";17;2;0;0;2;0;0;0,117647058823529
"1253";"31003010027P0";"QUÍMICA";"QUIM";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"QUÍMICA";"MESTRADO/DOUTORADO";47;6;0;0;6;0;0;0,127659574468085
"1254";"31003010029P2";"GEOCIÊNCIAS";"GEOC";"FEDERAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"DINÂMICA DOS OCEANOS E DA TERRA";"MESTRADO/DOUTORADO";24;1;0;0;1;0;0;0,0416666666666667
"1255";"31003010031P7";"ANTROPOLOGIA / ARQUEOLOGIA";"ANTR";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"ANTROPOLOGIA";"MESTRADO/DOUTORADO";22;0;0;0;0;0;0;0
"1256";"31003010032P3";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ENGENHARIA METALÚRGICA";"MESTRADO/DOUTORADO";11;2;0;5;2;0;5;0,636363636363636
"1257";"31003010033P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIA POLÍTICA";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"1258";"31003010036P9";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"ENGENHARIA MECÂNICA";"MESTRADO/DOUTORADO";19;0;2;2;0;2;2;0,210526315789474
"1259";"31003010038P1";"ARTES / MÚSICA";"ARTE";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ESTUDOS CONTEMPORANEOS DAS ARTES";"MESTRADO";15;0;0;0;0;0;0;0
"1260";"31003010039P8";"BIODIVERSIDADE";"BIOD";"FEDERAL";"PÚBLICA";1996;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"BIOLOGIA MARINHA E AMBIENTES COSTEIROS";"MESTRADO/DOUTORADO";19;0;0;1;0;0;1;0,0526315789473684
"1261";"31003010040P6";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"COMUNICAÇÃO";"MESTRADO/DOUTORADO";16;0;1;1;0;1;1;0,125
"1262";"31003010041P2";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"6";"SUDESTE";"RJ";"UFF";"GEOGRAFIA";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"1263";"31003010042P9";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"NEUROIMUNOLOGIA";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"1264";"31003010043P5";"PSICOLOGIA";"PSICO";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"PSICOLOGIA";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"1265";"31003010044P1";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";1999;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"SOCIOLOGIA E DIREITO";"MESTRADO/DOUTORADO";30;1;0;0;1;0;0;0,0333333333333333
"1266";"31003010045P8";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2000;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFF";"SISTEMAS DE GESTÃO";"MESTRADO PROF.";31;3;2;4;3;2;4;0,290322580645161
"1267";"31003010046P4";"CIÊNCIA DA COMPUTAÇÃO";"CCOMP";"FEDERAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"COMPUTAÇÃO";"MESTRADO/DOUTORADO";41;0;0;2;0;0;2;0,0487804878048781
"1268";"31003010048P7";"MEDICINA I";"MEDI";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";22;0;0;0;0;0;0;0
"1269";"31003010049P3";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"POLÍTICA SOCIAL";"MESTRADO/DOUTORADO";11;0;0;0;0;0;0;0
"1270";"31003010052P4";"ARQUITETURA, URBANISMO E DESIGN";"ARQU";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ARQUITETURA E URBANISMO";"MESTRADO/DOUTORADO";19;0;1;0;0;1;0;0,0526315789473684
"1271";"31003010053P0";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ODONTOLOGIA";"MESTRADO/DOUTORADO";29;0;0;0;0;0;0;0
"1272";"31003010054P7";"ENGENHARIAS IV";"ENGIV";"FEDERAL";"PÚBLICA";2001;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"PROGRAMA DE PÓS-GRADUAÇÃO EM ENGENHARIA ELÉTRICA E DE TELECOMUNICAÇÕES";"MESTRADO";24;0;0;2;0;0;2;0,0833333333333333
"1273";"31003010055P3";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2002;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"ENFERMAGEM";"MESTRADO PROF.";13;1;10;4;1;10;4;1,15384615384615
"1274";"31003010057P6";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2007;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"DEFESA E SEGURANÇA CIVIL";"MESTRADO PROF.";13;0;0;0;0;0;0;0
"1275";"31003010058P2";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"FEDERAL";"PÚBLICA";2007;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"MICROBIOLOGIA E PARASITOLOGIA APLICADAS";"MESTRADO/DOUTORADO";26;0;0;0;0;0;0;0
"1276";"31003010061P3";"SAÚDE COLETIVA";"SCOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"SAÚDE COLETIVA";"MESTRADO";18;0;0;0;0;0;0;0
"1277";"31003010062P0";"CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS";"CPOL";"FEDERAL";"PÚBLICA";2008;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ESTUDOS ESTRATÉGICOS DA DEFESA E DA SEGURANÇA";"MESTRADO";15;0;0;0;0;0;0;0
"1278";"31003010063P6";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIA DA INFORMAÇÃO";"MESTRADO/DOUTORADO";19;0;2;0;0;2;0;0,105263157894737
"1279";"31003010064P2";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIAS APLICADAS A PRODUTOS PARA SAÚDE";"MESTRADO/DOUTORADO";22;2;1;0;2;1;0;0,136363636363636
"1280";"31003010067P1";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"ENFERMAGEM";"MESTRADO/DOUTORADO";22;0;8;2;0;8;2;0,454545454545455
"1281";"31003010068P8";"ENGENHARIAS II";"ENGII";"FEDERAL";"PÚBLICA";2009;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ENGENHARIA QUÍMICA";"MESTRADO";13;5;0;0;5;0;0;0,384615384615385
"1282";"31003010069P4";"MEDICINA VETERINÁRIA";"MVET";"FEDERAL";"PÚBLICA";2009;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFF";"HIGIENE, INSPEÇÃO E TECNOLOGIA DE ALIMENTOS DE ORIGEM ANIMAL";"MESTRADO PROF.";12;0;0;0;0;0;0;0
"1283";"31003010071P9";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2010;"PROFISSIONAL";"4";"SUDESTE";"RJ";"UFF";"JUSTIÇA ADMINISTRATIVA";"MESTRADO PROF.";15;0;0;0;0;0;0;0
"1284";"31003010072P5";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"MODELAGEM COMPUTACIONAL EM CIÊNCIA E TECNOLOGIA";"MESTRADO";24;0;0;0;0;0;0;0
"1285";"31003010073P1";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"ESTUDOS DE LINGUAGEM";"MESTRADO/DOUTORADO";30;0;0;0;0;0;0;0
"1286";"31003010074P8";"LETRAS / LINGUÍSTICA";"LETR";"FEDERAL";"PÚBLICA";2010;"ACADÊMICO";"5";"SUDESTE";"RJ";"UFF";"ESTUDOS DE LITERATURA";"MESTRADO/DOUTORADO";32;0;0;0;0;0;0;0
"1287";"31003010075P4";"SOCIOLOGIA";"SOCI";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"SOCIOLOGIA";"MESTRADO";11;0;0;0;0;0;0;0
"1288";"31003010076P0";"MEDICINA II";"MEDII";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"SAÚDE MATERNO-INFANTIL";"MESTRADO PROF.";23;1;0;0;1;0;0;0,0434782608695652
"1289";"31003010077P7";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ENGENHARIA MECÂNICA - VOLTA REDONDA";"MESTRADO";17;0;3;2;0;3;2;0,294117647058824
"1290";"31003010078P3";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ADMINISTRAÇÃO";"MESTRADO";25;0;0;0;0;0;0;0
"1291";"31003010079P0";"BIOTECNOLOGIA";"BIOT";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIAS E BIOTECNOLOGIA";"MESTRADO/DOUTORADO";29;11;4;0;11;4;0;0,517241379310345
"1292";"31003010080P8";"DIREITO";"DIRE";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"DIREITO CONSTITUCIONAL";"MESTRADO";15;0;0;0;0;0;0;0
"1293";"31003010081P4";"FILOSOFIA";"FILO";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"FILOSOFIA";"MESTRADO";16;0;0;0;0;0;0;0
"1294";"31003010082P0";"FARMÁCIA";"FARM";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"ADMINISTRAÇÃO E GESTÃO DA ASSISTÊNCIA FARMACÊUTICA";"MESTRADO PROF.";16;0;0;0;0;0;0;0
"1295";"31003010083P7";"ENFERMAGEM";"ENFE";"FEDERAL";"PÚBLICA";2011;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"ENSINO NA SAÚDE:FORMAÇÃO DOCENTE INTERDISCIPLINAR PARA O SUS";"MESTRADO PROF.";13;0;17;0;0;17;0;1,30769230769231
"1296";"31003010084P3";"SERVIÇO SOCIAL";"SSOC";"FEDERAL";"PÚBLICA";2011;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"SERVIÇO SOCIAL E DESENVOLVIMENTO REGIONAL";"MESTRADO";12;0;0;0;0;0;0;0
"1297";"31003010085P0";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"ENSINO DE CIÊNCIAS DA NATUREZA";"MESTRADO PROF.";16;0;0;1;0;0;1;0,0625
"1298";"31003010086P6";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"ENGENHARIA DE PRODUÇÃO E SISTEMAS COMPUTACIONAIS";"MESTRADO PROF.";16;0;0;2;0;0;2;0,125
"1299";"31003010087P2";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2012;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"MONTAGEM INDUSTRIAL";"MESTRADO PROF.";15;2;5;7;2;5;7;0,933333333333333
"1300";"31003010088P9";"COMUNICAÇÃO E INFORMAÇÃO";"31";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"MÍDIA E COTIDIANO";"MESTRADO";15;0;0;0;0;0;0;0
"1301";"31003010089P5";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2012;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ENGENHARIA DE BIOSSISTEMAS";"MESTRADO";31;2;1;3;2;1;3;0,193548387096774
"1302";"31003010090P3";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"CULTURA E TERRITORIALIDADES";"MESTRADO";18;0;1;0;0;1;0;0,0555555555555556
"1303";"31003010091P0";"CIÊNCIAS AMBIENTAIS";"CAMB";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"TECNOLOGIA AMBIENTAL";"MESTRADO";19;1;0;0;1;0;0;0,0526315789473684
"1304";"31003010092P6";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"ADMINISTRAÇÃO";"MESTRADO PROF.";16;0;0;1;0;0;1;0,0625
"1305";"31003010093P2";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2013;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"DIVERSIDADE E INCLUSÃO";"MESTRADO PROF.";39;0;1;0;0;1;0;0,0256410256410256
"1306";"31003010094P9";"ODONTOLOGIA";"ODON";"FEDERAL";"PÚBLICA";2013;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ODONTOLOGIA";"MESTRADO";20;0;1;0;0;1;0;0,05
"1307";"31003010095P5";"GEOGRAFIA";"GEOG";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"GEOGRAFIA";"MESTRADO";17;0;1;0;0;1;0;0,0588235294117647
"1308";"31003010096P1";"CIÊNCIAS BIOLÓGICAS II";"CBII";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"CIÊNCIAS BIOMÉDICAS (FISIOLOGIA E FARMACOLOGIA)";"MESTRADO/DOUTORADO";18;0;0;0;0;0;0;0
"1309";"31003010097P8";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2014;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"SISTEMAS DE GESTÃO SUSTENTÁVEIS";"DOUTORADO";22;0;0;2;0;0;2;0,0909090909090909
"1310";"31003010098P4";"ENGENHARIAS III";"ENGIII";"FEDERAL";"PÚBLICA";2015;"PROFISSIONAL";"3";"SUDESTE";"RJ";"UFF";"ENGENHARIA DE PRODUÇÃO";"MESTRADO PROF.";14;0;0;0;0;0;0;0
"1311";"31003010156P4";"ENSINO";"ENSI";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"ENSINO";"MESTRADO";16;0;0;0;0;0;0;0
"1312";"31003010157P0";"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO";"ADM";"FEDERAL";"PÚBLICA";2015;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"TURISMO";"MESTRADO";13;0;0;0;0;0;0;0
"1313";"31003010158P7";"INTERDISCIPLINAR";"INTE";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"4";"SUDESTE";"RJ";"UFF";"JUSTIÇA ADMINISTRATIVA";"DOUTORADO";12;0;0;0;0;0;0;0
"1314";"31003010170P7";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLUR";"FEDERAL";"PÚBLICA";2016;"ACADÊMICO";"3";"SUDESTE";"RJ";"UFF";"DESENVOLVIMENTO REGIONAL, AMBIENTE E POLÍTICAS PÚBLICAS";"MESTRADO";15;0;0;0;0;0;0;0
"1315";"31003010171P3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16;0;0;0;0;0;0;0
"1316";"31003010172P0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;0;0;0;0;0
"1317";"31004016001P3";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1975;"ACADÊMICO";"6";"SUDESTE";"RJ";"UERJ";"BIOCIÊNCIAS";"MESTRADO/DOUTORADO";26;0;0;0;0;0;0;0
"1318";"31004016004P2";"SAÚDE COLETIVA";"SCOL";"ESTADUAL";"PÚBLICA";1974;"ACADÊMICO";"7";"SUDESTE";"RJ";"UERJ";"SAÚDE COLETIVA";"MESTRADO/DOUTORADO";32;0;0;5;0;0;5;0,15625
"1319";"31004016006P5";"EDUCAÇÃO";"EDUC";"ESTADUAL";"PÚBLICA";1979;"ACADÊMICO";"7";"SUDESTE";"RJ";"UERJ";"EDUCAÇÃO";"MESTRADO/DOUTORADO";41;0;0;0;0;0;0;0
"1320";"31004016008P8";"ODONTOLOGIA";"ODON";"ESTADUAL";"PÚBLICA";1982;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"ODONTOLOGIA";"MESTRADO/DOUTORADO";15;1;0;0;1;0;0;0,0666666666666667
"1321";"31004016009P4";"LETRAS / LINGUÍSTICA";"LETR";"ESTADUAL";"PÚBLICA";1988;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"LETRAS";"MESTRADO/DOUTORADO";63;0;0;0;0;0;0;0
"1322";"31004016013P1";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"PSICOLOGIA SOCIAL";"MESTRADO/DOUTORADO";16;0;0;2;0;0;2;0,125
"1323";"31004016015P4";"DIREITO";"DIRE";"ESTADUAL";"PÚBLICA";1991;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"DIREITO";"MESTRADO/DOUTORADO";76;0;1;0;0;1;0;0,0131578947368421
"1324";"31004016016P0";"FILOSOFIA";"FILO";"ESTADUAL";"PÚBLICA";1992;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"FILOSOFIA";"MESTRADO/DOUTORADO";26;0;0;0;0;0;0;0
"1325";"31004016017P7";"CIÊNCIAS BIOLÓGICAS I";"CBI";"ESTADUAL";"PÚBLICA";1993;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"BIOLOGIA HUMANA E EXPERIMENTAL";"MESTRADO/DOUTORADO";13;0;0;0;0;0;0;0
"1326";"31004016018P3";"CIÊNCIAS BIOLÓGICAS III";"CBIII";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"MICROBIOLOGIA";"MESTRADO/DOUTORADO";16;0;0;0;0;0;0;0
"1327";"31004016020P8";"SOCIOLOGIA";"SOCI";"ESTADUAL";"PÚBLICA";1994;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"CIÊNCIAS SOCIAIS";"MESTRADO/DOUTORADO";25;0;0;0;0;0;0;0
"1328";"31004016021P4";"INTERDISCIPLINAR";"INTE";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"MODELAGEM COMPUTACIONAL";"MESTRADO/DOUTORADO";19;3;0;25;3;0;25;1,47368421052632
"1329";"31004016022P0";"ASTRONOMIA / FÍSICA";"AFIS";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"FÍSICA";"MESTRADO/DOUTORADO";30;1;0;2;1;0;2;0,1
"1330";"31004016023P7";"GEOCIÊNCIAS";"GEOC";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"ANÁLISE DE BACIAS E FAIXAS MÓVEIS";"MESTRADO/DOUTORADO";22;0;0;0;0;0;0;0
"1331";"31004016024P3";"HISTÓRIA";"HIST";"ESTADUAL";"PÚBLICA";1995;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"HISTÓRIA";"MESTRADO/DOUTORADO";24;0;0;0;0;0;0;0
"1332";"31004016026P6";"ENFERMAGEM";"ENFE";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"ENFERMAGEM";"MESTRADO/DOUTORADO";21;0;0;0;0;0;0;0
"1333";"31004016027P2";"PSICOLOGIA";"PSICO";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"PSICANÁLISE";"MESTRADO/DOUTORADO";11;0;0;0;0;0;0;0
"1334";"31004016028P9";"SERVIÇO SOCIAL";"SSOC";"ESTADUAL";"PÚBLICA";1998;"ACADÊMICO";"6";"SUDESTE";"RJ";"UERJ";"SERVIÇO SOCIAL";"MESTRADO/DOUTORADO";19;0;0;0;0;0;0;0
"1335";"31004016029P5";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";1997;"ACADÊMICO";"7";"SUDESTE";"RJ";"UERJ";"FISIOPATOLOGIA CLÍNICA E EXPERIMENTAL";"MESTRADO/DOUTORADO";33;0;0;0;0;0;0;0
"1336";"31004016031P0";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";1999;"PROFISSIONAL";"5";"SUDESTE";"RJ";"UERJ";"ENGENHARIA AMBIENTAL";"MESTRADO PROF.";19;0;4;1;0;4;1;0,263157894736842
"1337";"31004016032P6";"ECONOMIA";"ECON";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"CIÊNCIAS ECONÔMICAS";"MESTRADO/DOUTORADO";14;0;0;0;0;0;0;0
"1338";"31004016033P2";"COMUNICAÇÃO E INFORMAÇÃO";"31";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"COMUNICAÇÃO";"MESTRADO/DOUTORADO";15;0;0;0;0;0;0;0
"1339";"31004016034P9";"ENGENHARIAS I";"ENGI";"ESTADUAL";"PÚBLICA";2003;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"ENGENHARIA CIVIL";"MESTRADO/DOUTORADO";14;0;0;3;0;0;3;0,214285714285714
"1340";"31004016035P5";"GEOGRAFIA";"GEOG";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"5";"SUDESTE";"RJ";"UERJ";"GEOGRAFIA";"MESTRADO/DOUTORADO";19;1;0;0;1;0;0;0,0526315789473684
"1341";"31004016036P1";"MEDICINA I";"MEDI";"ESTADUAL";"PÚBLICA";2002;"ACADÊMICO";"4";"SUDESTE";"RJ";"UERJ";"CIÊNCIAS MÉDICAS";"MESTRADO/DOUTORADO";55;0;0;0;0;0;0;0
